id_actv,nombre_actv,descripcion,fecha_inicio,fecha_fin,id_equipo_soporte,id_empleado,id_estado,id_orden
378,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-01-18,2023-01-18,0,393,1,378
379,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-01-20,2023-01-20,0,339,7,379
380,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-01-21,2023-01-23,13,977,2,380
381,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-01-21,2023-01-22,0,214,5,381
382,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-01-23,2023-01-25,0,612,7,382
383,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-01-24,2023-01-25,0,279,7,383
384,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-01-24,2023-01-25,0,707,6,384
385,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-01-26,2023-01-26,0,480,4,385
386,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-01-27,2023-01-29,0,577,4,386
387,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-01-27,2023-01-27,18,505,1,387
388,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-01-29,2023-01-30,0,835,4,388
389,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-01-30,2023-02-01,0,321,6,389
390,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-01-30,2023-01-31,0,282,2,390
391,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-02-01,2023-02-03,0,750,5,391
392,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-02-02,2023-02-02,13,165,6,392
393,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-02-02,2023-02-02,0,999,4,393
394,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-02-04,2023-02-05,0,203,5,394
395,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-02-05,2023-02-06,0,232,5,395
396,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-02-05,2023-02-05,0,546,5,396
397,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-02-07,2023-02-09,0,426,1,397
398,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-02-08,2023-02-09,0,775,2,398
399,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-02-08,2023-02-10,0,397,7,399
400,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-02-10,2023-02-11,0,487,2,400
401,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-02-11,2023-02-13,0,594,4,401
402,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-02-11,2023-02-11,0,928,3,402
403,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-02-13,2023-02-15,0,519,7,403
404,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-02-14,2023-02-16,0,482,2,404
405,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-02-14,2023-02-16,0,310,7,405
406,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-02-16,2023-02-16,0,526,7,406
407,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-02-17,2023-02-19,0,321,4,407
408,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-02-17,2023-02-18,0,508,6,408
409,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-02-19,2023-02-20,0,300,6,409
410,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-02-20,2023-02-21,0,932,5,410
411,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-02-20,2023-02-20,0,110,2,411
412,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-02-22,2023-02-23,0,576,5,412
413,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-02-23,2023-02-23,0,484,5,413
414,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-02-23,2023-02-25,0,611,4,414
415,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-02-25,2023-02-26,0,718,2,415
416,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-02-26,2023-02-27,0,454,7,416
417,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-02-26,2023-02-28,0,566,6,417
418,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-02-28,2023-03-01,0,441,4,418
419,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-03-01,2023-03-01,0,596,2,419
420,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-03-01,2023-03-03,0,674,6,420
421,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-03-03,2023-03-04,0,190,6,421
422,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-03-04,2023-03-05,0,860,6,422
423,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-03-04,2023-03-05,0,734,4,423
424,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-03-06,2023-03-07,0,342,6,424
425,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-03-07,2023-03-08,0,703,6,425
426,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-03-07,2023-03-08,0,63,3,426
427,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-03-09,2023-03-09,0,695,6,427
428,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-03-10,2023-03-10,0,658,7,428
429,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-03-10,2023-03-10,0,265,4,429
430,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-03-12,2023-03-14,0,60,5,430
431,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-03-13,2023-03-13,0,225,1,431
432,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-03-13,2023-03-13,0,245,1,432
433,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-03-15,2023-03-15,0,992,5,433
434,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-03-16,2023-03-18,0,493,2,434
435,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-03-16,2023-03-17,0,27,4,435
436,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-03-18,2023-03-18,0,701,1,436
437,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-03-19,2023-03-20,0,291,5,437
438,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-03-19,2023-03-20,0,940,5,438
439,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-03-21,2023-03-22,0,438,6,439
440,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-03-22,2023-03-22,0,681,2,440
441,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-03-22,2023-03-24,0,587,5,441
442,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-03-24,2023-03-26,15,707,2,442
443,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-03-25,2023-03-25,0,351,3,443
444,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-03-25,2023-03-27,0,373,5,444
445,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-03-27,2023-03-28,0,30,4,445
446,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-03-28,2023-03-29,0,499,1,446
447,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-03-28,2023-03-28,0,57,1,447
448,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-03-30,2023-04-01,16,913,6,448
449,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-03-31,2023-04-01,0,527,3,449
450,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-03-31,2023-04-01,0,877,5,450
451,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-04-02,2023-04-03,0,259,7,451
452,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-04-03,2023-04-03,0,82,6,452
453,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-04-03,2023-04-05,0,859,2,453
454,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-04-05,2023-04-05,0,292,4,454
455,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-04-06,2023-04-06,0,299,7,455
456,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-04-06,2023-04-08,0,977,1,456
457,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-04-08,2023-04-10,0,362,4,457
458,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-04-09,2023-04-11,0,352,5,458
459,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-04-09,2023-04-10,0,798,6,459
460,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-04-11,2023-04-13,0,462,2,460
461,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-04-12,2023-04-13,0,343,3,461
462,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-04-12,2023-04-12,0,502,7,462
463,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-04-14,2023-04-16,0,896,1,463
464,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-04-15,2023-04-17,0,948,5,464
465,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-04-15,2023-04-16,0,610,7,465
466,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-04-17,2023-04-19,0,708,5,466
467,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-04-18,2023-04-20,6,624,4,467
468,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-04-18,2023-04-18,0,663,7,468
469,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-04-20,2023-04-20,0,751,5,469
470,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-04-21,2023-04-21,0,275,4,470
471,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-04-21,2023-04-23,10,347,1,471
472,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-04-23,2023-04-23,0,834,1,472
473,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-04-24,2023-04-25,0,201,4,473
474,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-04-24,2023-04-24,0,414,1,474
475,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-04-26,2023-04-28,0,474,6,475
476,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-04-27,2023-04-29,0,521,7,476
477,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-04-27,2023-04-28,0,62,6,477
478,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-04-29,2023-04-30,0,661,2,478
479,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-04-30,2023-04-30,0,650,1,479
480,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-04-30,2023-05-02,0,279,7,480
481,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-05-02,2023-05-04,0,677,7,481
482,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-05-03,2023-05-03,0,63,5,482
483,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-05-03,2023-05-05,0,788,6,483
484,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-05-05,2023-05-05,0,614,2,484
485,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-05-06,2023-05-06,0,740,2,485
486,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-05-06,2023-05-06,0,517,6,486
487,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-05-08,2023-05-08,0,169,3,487
488,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-05-09,2023-05-10,0,818,4,488
489,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-05-09,2023-05-10,0,856,6,489
490,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-05-11,2023-05-13,0,136,3,490
491,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-05-12,2023-05-12,0,67,3,491
492,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-05-12,2023-05-13,10,387,7,492
493,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-05-14,2023-05-16,0,56,5,493
494,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-05-15,2023-05-15,0,980,3,494
495,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-05-15,2023-05-16,0,303,4,495
496,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-05-17,2023-05-19,0,919,7,496
497,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-05-18,2023-05-18,1,539,2,497
498,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-05-18,2023-05-18,0,516,4,498
499,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-05-20,2023-05-21,0,489,6,499
500,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-05-21,2023-05-22,0,81,2,500
501,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-05-21,2023-05-22,0,512,1,501
502,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-05-23,2023-05-23,0,988,5,502
503,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-05-24,2023-05-24,0,82,6,503
504,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-05-24,2023-05-25,0,969,3,504
505,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-05-26,2023-05-27,0,300,1,505
506,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-05-27,2023-05-28,0,122,1,506
507,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-05-27,2023-05-28,0,469,7,507
508,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-05-29,2023-05-30,0,848,1,508
509,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-05-30,2023-05-30,0,973,7,509
510,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-05-30,2023-05-30,0,684,1,510
511,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-06-01,2023-06-02,0,50,4,511
512,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-06-02,2023-06-03,0,240,5,512
513,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-06-02,2023-06-03,0,173,2,513
514,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-06-04,2023-06-05,0,526,1,514
515,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-06-05,2023-06-05,0,318,1,515
516,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-06-05,2023-06-06,0,755,5,516
517,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-06-07,2023-06-09,0,35,6,517
518,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-06-08,2023-06-09,0,679,5,518
519,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-06-08,2023-06-10,0,128,2,519
520,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-06-10,2023-06-12,0,999,6,520
521,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-06-11,2023-06-12,0,87,1,521
522,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-06-11,2023-06-11,0,618,4,522
523,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-06-13,2023-06-15,0,329,7,523
524,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-06-14,2023-06-15,0,521,4,524
525,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-06-14,2023-06-14,0,165,1,525
526,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-06-16,2023-06-16,0,162,2,526
527,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-06-17,2023-06-18,0,812,1,527
528,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-06-17,2023-06-17,0,717,7,528
529,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-06-19,2023-06-21,0,927,3,529
530,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-06-20,2023-06-22,0,316,1,530
531,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-06-20,2023-06-22,0,90,7,531
532,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-06-22,2023-06-22,0,22,2,532
533,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-06-23,2023-06-25,0,828,3,533
534,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-06-23,2023-06-25,0,195,1,534
535,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-06-25,2023-06-27,5,487,4,535
536,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-06-26,2023-06-27,12,821,3,536
537,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-06-26,2023-06-27,9,227,6,537
538,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-06-28,2023-06-30,0,949,1,538
539,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-06-29,2023-06-29,0,280,6,539
540,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-06-29,2023-07-01,0,537,2,540
541,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-07-01,2023-07-02,0,248,2,541
542,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-07-02,2023-07-02,0,560,3,542
543,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-07-02,2023-07-04,18,579,7,543
544,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-07-04,2023-07-05,0,863,2,544
545,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-07-05,2023-07-07,0,240,5,545
546,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-07-05,2023-07-07,0,674,1,546
547,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-07-07,2023-07-08,0,627,6,547
548,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-07-08,2023-07-09,0,481,3,548
549,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-07-08,2023-07-08,0,787,5,549
550,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-07-10,2023-07-12,0,499,3,550
551,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-07-11,2023-07-13,19,520,4,551
552,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-07-11,2023-07-12,13,676,6,552
553,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-07-13,2023-07-15,0,220,6,553
554,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-07-14,2023-07-14,0,182,1,554
555,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-07-14,2023-07-16,0,911,6,555
556,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-07-16,2023-07-16,0,568,3,556
557,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-07-17,2023-07-18,0,237,6,557
558,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-07-17,2023-07-19,0,439,7,558
559,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-07-19,2023-07-20,0,422,5,559
560,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-07-20,2023-07-20,0,870,7,560
561,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-07-20,2023-07-21,0,254,1,561
562,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-07-22,2023-07-22,0,544,4,562
563,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-07-23,2023-07-24,0,665,5,563
564,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-07-23,2023-07-24,0,935,2,564
565,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-07-25,2023-07-25,0,736,5,565
566,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-07-26,2023-07-26,0,924,3,566
