id_plan,descripcion,fecha_plan,empleado_asigna,id_criticidad
523,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-06-13,6,1
524,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-06-14,10,2
525,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-06-14,7,3
526,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-06-16,9,3
527,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-06-17,13,1
528,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-06-17,1,2
529,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-06-19,6,2
530,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-06-20,8,2
531,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-06-20,7,2
532,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-06-22,15,3
533,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-06-23,20,1
534,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-06-23,11,2
535,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-06-25,7,3
536,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-06-26,19,3
537,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-06-26,3,3
538,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-06-28,5,1
539,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-06-29,13,2
540,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-06-29,4,1
541,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-07-01,20,1
542,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-07-02,18,3
543,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-07-02,2,1
544,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-07-04,8,2
545,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-07-05,7,3
546,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-07-05,16,1
547,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-07-07,13,1
548,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-07-08,9,2
549,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-07-08,8,3
550,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-07-10,7,3
551,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-07-11,1,3
552,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-07-11,11,3
553,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-07-13,11,1
554,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-07-14,2,2
555,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-07-14,17,3
556,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-07-16,9,3
557,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-07-17,6,3
558,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-07-17,9,1
559,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-07-19,2,1
560,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-07-20,4,3
561,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-07-20,10,3
562,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-07-22,16,1
563,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-07-23,14,3
564,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-07-23,7,2
565,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-07-25,16,1
566,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-07-26,12,1
567,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-07-26,1,1
568,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-07-28,16,2
569,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-07-29,20,3
570,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-07-29,8,2
571,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-07-31,17,3
572,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-08-01,9,2
573,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-08-01,8,3
574,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-08-03,2,3
575,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-08-04,14,3
576,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-08-04,18,1
577,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-08-06,19,1
578,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-08-07,7,3
579,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-08-07,16,2
580,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-08-09,17,2
581,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-08-10,11,3
582,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-08-10,7,1
583,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-08-12,11,2
584,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-08-13,18,3
585,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-08-13,20,1
586,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-08-15,3,3
587,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-08-16,5,1
588,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-08-16,13,2
589,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-08-18,18,2
590,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-08-19,9,1
591,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-08-19,16,2
592,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-08-21,6,3
593,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-08-22,18,1
594,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-08-22,16,3
595,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-08-24,13,3
596,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-08-25,11,1
597,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-08-25,14,1
598,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-08-27,8,3
599,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-08-28,6,2
600,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-08-28,14,3
601,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-08-30,4,3
602,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-08-31,7,1
603,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-08-31,9,1
604,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-09-02,13,1
605,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-09-03,3,3
606,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-09-03,16,1
607,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-09-05,16,1
608,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-09-06,9,2
609,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-09-06,15,3
610,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-09-08,3,2
611,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-09-09,20,2
612,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-09-09,11,3
613,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-09-11,7,2
614,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-09-12,13,1
615,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-09-12,5,1
616,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-09-14,4,3
617,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-09-15,14,1
618,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-09-15,14,2
619,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-09-17,12,3
620,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-09-18,6,2
621,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-09-18,5,1
622,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-09-20,17,3
623,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-09-21,7,3
624,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-09-21,16,3
625,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-09-23,10,2
626,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-09-24,18,3
627,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-09-24,13,2
628,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-09-26,9,2
629,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-09-27,19,2
630,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-09-27,13,1
631,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-09-29,16,2
632,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-09-30,8,1
633,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-09-30,12,3
634,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-10-02,12,1
635,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-10-03,1,3
636,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-10-03,16,2
637,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-10-05,14,2
638,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-10-06,5,2
639,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-10-06,5,2
640,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-10-08,11,2
641,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-10-09,16,3
642,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-10-09,8,3
643,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-10-11,14,1
644,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-10-12,8,2
645,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-10-12,6,2
646,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-10-14,1,2
647,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-10-15,7,2
648,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-10-15,1,1
649,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-10-17,7,1
650,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-10-18,3,1
651,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-10-18,14,2
652,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-10-20,13,1
653,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-10-21,2,1
654,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-10-21,12,1
655,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-10-23,6,2
656,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-10-24,2,1
657,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-10-24,12,3
658,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-10-26,17,1
659,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-10-27,17,3
660,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-10-27,6,2
661,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-10-29,20,2
662,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-10-30,16,3
663,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-10-30,7,1
664,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-11-01,14,3
665,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-11-02,19,1
666,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-11-02,18,1
667,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-11-04,20,2
668,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-11-05,11,2
669,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-11-05,13,2
670,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-11-07,2,2
671,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-11-08,6,3
672,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-11-08,1,1
673,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-11-10,10,2
674,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-11-11,6,2
675,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-11-11,20,3
676,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-11-13,6,1
677,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-11-14,3,2
678,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-11-14,19,3
679,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-11-16,20,1
680,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-11-17,8,1
681,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-11-17,3,1
682,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-11-19,14,1
683,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-11-20,16,3
684,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-11-20,19,2
685,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-11-22,19,1
686,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-11-23,7,1
687,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-11-23,14,2
688,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-11-25,20,2
689,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-11-26,13,1
690,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-11-26,13,2
691,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-11-28,9,3
692,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-11-29,15,1
693,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-11-29,1,1
694,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-12-01,17,1
695,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-12-02,20,3
696,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-12-02,1,3
697,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-12-04,7,2
698,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-12-05,5,3
699,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-12-05,8,1
700,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-12-07,7,1
701,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-12-08,12,3
702,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-12-08,17,1
703,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-12-10,6,1
704,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-12-11,19,3
705,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-12-11,5,1
706,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-12-13,16,1
707,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-12-14,13,3
708,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-12-14,10,3
709,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-12-16,1,1
710,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-12-17,10,1
711,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2023-12-17,11,1
712,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2023-12-19,14,2
713,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2023-12-20,3,3
714,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2023-12-20,16,1
715,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2023-12-22,12,2
716,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2023-12-23,20,2
717,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2023-12-23,5,2
718,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2023-12-25,16,1
719,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2023-12-26,9,1
720,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2023-12-26,18,3
721,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2023-12-28,5,3
722,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2023-12-29,3,3
723,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2023-12-29,3,3
724,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2023-12-31,20,2
725,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-01-01,16,2
726,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-01-01,3,1
727,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-01-03,19,2
728,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-01-04,9,1
729,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-01-04,20,2
730,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-01-06,7,3
731,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-01-07,19,2
732,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-01-07,4,1
733,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-01-09,1,1
734,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-01-10,14,1
735,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-01-10,6,2
736,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-01-12,9,2
737,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-01-13,20,2
738,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-01-13,3,1
739,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-01-15,20,1
740,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-01-16,6,3
741,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-01-16,6,2
742,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-01-18,16,2
743,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-01-19,9,1
744,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-01-19,8,1
745,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-01-21,13,1
746,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-01-22,2,2
747,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-01-22,17,3
748,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-01-24,11,3
749,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-01-25,13,2
750,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-01-25,2,3
751,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-01-27,1,3
752,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-01-28,12,2
753,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-01-28,12,3
754,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-01-30,19,3
755,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-01-31,16,1
756,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-01-31,7,3
757,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-02-02,15,1
758,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-02-03,12,2
759,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-02-03,11,3
760,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-02-05,15,3
761,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-02-06,2,1
762,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-02-06,15,1
763,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-02-08,3,1
764,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-02-09,20,2
765,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-02-09,15,1
766,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-02-11,5,3
767,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-02-12,7,1
768,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-02-12,9,1
769,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-02-14,4,3
770,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-02-15,9,1
771,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-02-15,15,2
772,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-02-17,8,2
773,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-02-18,3,3
774,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-02-18,18,1
775,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-02-20,19,1
776,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-02-21,20,2
777,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-02-21,13,2
778,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-02-23,4,2
779,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-02-24,7,3
780,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-02-24,9,3
781,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-02-26,10,3
782,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-02-27,17,2
783,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-02-27,12,3
784,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-02-29,16,2
